sample_id,0610005C13Rik,0610007P14Rik,0610009B22Rik,0610009E02Rik,0610009L18Rik,0610009O20Rik,0610010F05Rik,0610010K14Rik,0610011F06Rik,0610012D04Rik,0610012G03Rik,0610025J13Rik,0610030E20Rik,0610031J06Rik,0610031O16Rik,0610037L13Rik,0610038B21Rik,0610039K10Rik,0610040B10Rik,0610040F04Rik,0610040J01Rik,0610043K17Rik,1010001B22Rik,1010001N08Rik,1100001G20Rik,1110001J03Rik,1110002E22Rik,1110002J07Rik,1110002L01Rik,1110004E09Rik,1110004F10Rik,1110007C09Rik,1110008E08Rik,1110008F13Rik,1110008L16Rik,1110008P14Rik,1110012L19Rik,1110015O18Rik,1110017D15Rik,1110018N20Rik,1110019D14Rik,1110020A21Rik,1110025L11Rik,1110028F11Rik,1110028F18Rik,1110032A03Rik,1110032F04Rik,1110034G24Rik,1110035H17Rik,1110036E04Rik,1110037F02Rik,1110038B12Rik,1110038F14Rik,1110046J04Rik,1110051M20Rik,1110054M08Rik,1110057K04Rik,1110057P08Rik,1110058L19Rik,1110059E24Rik,1110059G10Rik,1110065P20Rik,1190002F15Rik,1190002N15Rik,1190003K10Rik,1190005I06Rik,1190007I07Rik,1200007C13Rik,1200014J11Rik,1300002E11Rik,1300002K09Rik,1300017J02Rik,1500002C15Rik,1500004A13Rik,1500009C09Rik,1500009L16Rik,1500011B03Rik,1500011K16Rik,1500012F01Rik,1500012K07Rik,1500015A07Rik,1500015L24Rik,1500015O10Rik,1500017E21Rik,1500026H17Rik,1500035N22Rik,1520401A03Rik,1600002D24Rik,1600002H07Rik,1600002K03Rik,1600010F14Rik,1600012H06Rik,1600012P17Rik,1600014C10Rik,1600014C23Rik,1600014K23Rik,1600015I10Rik,1600016N20Rik,1600020E01Rik,1600025M17Rik,1600029I14Rik,1600029O15Rik,1700001C02Rik,1700001C19Rik,1700001F09Rik,1700001G01Rik,1700001G11Rik,1700001J03Rik,1700001J04Rik,1700001K19Rik,1700001L05Rik,1700001L19Rik,1700001O22Rik,1700001P01Rik,1700003D09Rik,1700003E16Rik,1700003E24Rik,1700003F12Rik,1700003G13Rik,1700003G18Rik,1700003H04Rik,1700003M02Rik,1700003M07Rik,1700006A11Rik,1700006E09Rik,1700006J14Rik,1700007B14Rik,1700007G11Rik,1700007J10Rik,1700007K09Rik,1700007K13Rik,1700007L15Rik,1700007M16Rik,1700007P06Rik,1700008F21Rik,1700008I05Rik,1700008O03Rik,1700008P02Rik,1700009J07Rik,1700009N14Rik,1700009P17Rik,1700010B08Rik,1700010D01Rik,1700010H22Rik,1700010I14Rik,1700010K23Rik,1700010K24Rik,1700010L04Rik,1700011A15Rik,1700011E24Rik,1700011H14Rik,1700011I03Rik,1700011L22Rik,1700011M02Rik,1700012A03Rik,1700012B07Rik,1700012B09Rik,1700012C08Rik,1700012C14Rik,1700012L04Rik,1700012P22Rik,1700013D24Rik,1700013F07Rik,1700013G24Rik,1700013H16Rik,1700013N06Rik,1700014D04Rik,1700015E13Rik,1700015F17Rik,1700015G11Rik,1700015O11Rik,1700016C15Rik,1700016D06Rik,1700016G14Rik,1700016H13Rik,1700016K19Rik,1700016P03Rik,1700017B05Rik,1700017D01Rik,1700017G19Rik,1700017I07Rik,1700017J07Rik,1700017N19Rik,1700018A04Rik,1700018B08Rik,1700018B24Rik,1700018C11Rik,1700018F24Rik,1700018M17Rik,1700019A02Rik,1700019B03Rik,1700019B21Rik,1700019D03Rik,1700019E08Rik,1700019G17Rik,1700019G24Rik,1700019L03Rik,1700019M22Rik,1700019N19Rik,1700019O17Rik,1700020A23Rik,1700020D05Rik,1700020I14Rik,1700020L24Rik,1700020N01Rik,1700020N15Rik,1700021A07Rik,1700021F05Rik,1700021F07Rik,1700021J08Rik,1700021K19Rik,1700021L23Rik,1700021N21Rik,1700021P04Rik,1700022A21Rik,1700022I11Rik,1700022N22Rik,1700023C21Rik,1700023E05Rik,1700023F06Rik,1700023H06Rik,1700023L04Rik,1700024B05Rik,1700024G13Rik,1700024J04Rik,1700024P04Rik,1700024P16Rik,1700025C18Rik,1700025D23Rik,1700025F22Rik,1700025G04Rik,1700025N21Rik,1700025O08Rik,1700026D08Rik,1700026D11Rik,1700026J12Rik,1700026J14Rik,1700026L06Rik,1700027A07Rik,1700027I24Rik,1700028E10Rik,1700028I16Rik,1700028J19Rik,1700028K03Rik,1700028N14Rik,1700028P14Rik,1700028P15Rik,1700029F12Rik,1700029H14Rik,1700029I15Rik,1700029J07Rik,1700029M20Rik,1700029N11Rik,1700029P11Rik,1700030A11Rik,1700030C10Rik,1700030C12Rik,1700030C14Rik,1700030J22Rik,1700030K09Rik,1700030M09Rik,1700031A10Rik,1700031F05Rik,1700031F10Rik,1700034B16Rik,1700034E13Rik,1700034G24Rik,1700034H15Rik,1700034I23Rik,1700034J05Rik,1700034O15Rik,1700034P13Rik,1700036A12Rik,1700036O09Rik,1700037C06Rik,1700037C18Rik,1700037F24Rik,1700037H04Rik,1700039E15Rik,1700039E22Rik,1700039M10Rik,1700040D17Rik,1700040F15Rik,1700040L02Rik,1700041G16Rik,1700041M05Rik,1700042B14Rik,1700042G07Rik,1700042G15Rik,1700042O10Rik,1700045H11Rik,1700046C09Rik,1700047A11Rik,1700047F07Rik,1700047I17Rik2,1700047K16Rik,1700048O20Rik,1700049E15Rik,1700049E17Rik1,1700049E17Rik2,1700049G17Rik,1700049J03Rik,1700049L16Rik,1700051A21Rik,1700052N19Rik,1700054K02Rik,1700054M17Rik,1700054O13Rik,1700055C04Rik,1700055D18Rik,1700055N04Rik,1700056E22Rik,1700056N10Rik,1700057G04Rik,1700057H15Rik,1700057H21Rik,1700058P15Rik,1700060C16Rik,1700060C20Rik,1700060J05Rik,1700061E18Rik,1700061F12Rik,1700061G19Rik,1700061H18Rik,1700061I17Rik,1700061J23Rik,1700063H04Rik,1700063H06Rik,1700064H15Rik,1700065D16Rik,1700066B19Rik,1700066J03Rik,1700066M21Rik,1700066O22Rik,1700067K01Rik,1700067P10Rik,1700069B07Rik,1700069L16Rik,1700071G01Rik,1700071K01Rik,1700071M16Rik,1700073E17Rik,1700074P13Rik,1700080E11Rik,1700080G11Rik,1700080N15Rik,1700080O16Rik,1700082M22Rik,1700084C01Rik,1700084C06Rik,1700084E18Rik,1700084J12Rik,1700084M14Rik,1700086D15Rik,1700086L19Rik,1700086O06Rik,1700086P04Rik,1700087M22Rik,1700088E04Rik,1700091H14Rik,1700092C02Rik,1700092C10Rik,1700092C17Rik,1700092E19Rik,1700092K14Rik,1700092M07Rik,1700093J21Rik,1700093K21Rik,1700095A21Rik,1700095B10Rik,1700095J03Rik,1700095J07Rik,1700095J12Rik,1700099I09Rik,1700101E01Rik,1700101I11Rik,1700101I19Rik,1700102P08Rik,1700104B16Rik,1700106J16Rik,1700108N11Rik,1700109G15Rik,1700109H08Rik,1700109K24Rik,1700110I01Rik,1700110K17Rik,1700111E14Rik,1700112D23Rik,1700112E06Rik,1700112J05Rik,1700112J16Rik,1700112K13Rik,1700113A16Rik,1700113H08Rik,1700116B05Rik,1700119I11Rik,1700120B22Rik,1700120C18Rik,1700120E14Rik,1700120G11Rik,1700120O09Rik,1700121C08Rik,1700121N20Rik,1700122E12Rik,1700122O11Rik,1700123I01Rik,1700123K08Rik,1700123L14Rik,1700123M08Rik,1700123O12Rik,1700123O20Rik,1700125G02Rik,1700125G22Rik,1700125H03Rik,1700125H20Rik,1700128E19Rik,1700128F08Rik,1700129C05Rik,1810008B01Rik,1810009A15Rik,1810009J06Rik,1810010H24Rik,1810010K12Rik,1810011H11Rik,1810011O10Rik,1810012K08Rik,1810013D15Rik,1810013L24Rik,1810014B01Rik,1810019D21Rik,1810019N24Rik,1810020O05Rik,1810021B22Rik,1810022K09Rik,1810024B03Rik,1810026B05Rik,1810026J23Rik,1810030O07Rik,1810032O08Rik,1810034E14Rik,1810037I17Rik,1810041L15Rik,1810043G02Rik,1810043H04Rik,1810046K07Rik,1810049J17Rik,1810055G02Rik,1810058I24Rik,1810059C17Rik,1810059H22Rik,1810062G17Rik,1810062O18Rik,1810063I02Rik,1810064F22Rik,1810065E05Rik,2010001A14Rik,2010001E11Rik,2010001K21Rik,2010002M12Rik,2010003K11Rik,2010005H15Rik,2010007H06Rik,2010012O05Rik,2010013B24Rik,2010015M23Rik,2010016I18Rik,2010106E10Rik,2010107E04Rik,2010107G12Rik,2010107G23Rik,2010109A12Rik,2010109I03Rik,2010110E17Rik,2010110K18Rik,2010111I01Rik,2010204K13Rik,2010300C02Rik,2010300F17Rik,2010315B03Rik,2010320O07Rik,2200002D01Rik,2200002J24Rik,2210008F06Rik,2210010C04Rik,2210011C24Rik,2210013O21Rik,2210015D19Rik,2210016F16Rik,2210016L21Rik,2210017G18Rik,2210018M11Rik,2210019I11Rik,2210404O09Rik,2210406O10Rik,2210407C18Rik,2210408F21Rik,2210408I21Rik,2210409E12Rik,2210411M09Rik,2210414B05Rik,2210417A02Rik,2210418O10Rik,2300002M23Rik,2300003K06Rik,2300005B03Rik,2300009A05Rik,2310001H17Rik,2310001K24Rik,2310002F09Rik,2310002J15Rik,2310002L09Rik,2310003H01Rik,2310003L06Rik,2310005A03Rik,2310005G13Rik,2310007B03Rik,2310007L24Rik,2310009B15Rik,2310010G23Rik,2310010J17Rik,2310011J03Rik,2310014F06Rik,2310014L17Rik,2310015A10Rik,2310015B20Rik,2310016D23Rik,2310016G11Rik,2310022A10Rik,2310022B05Rik,2310026I22Rik,2310026L22Rik,2310030G06Rik,2310031A07Rik,2310033P09Rik,2310034C09Rik,2310035C23Rik,2310036O22Rik,2310039H08Rik,2310040G07Rik,2310042E22Rik,2310043M15Rik,2310044K18Rik,2310045N01Rik,2310047M10Rik,2310050C09Rik,2310057J18Rik,2310057M21Rik,2310057N15Rik,2310058D17Rik,2310061I04Rik,2310061N02Rik,2310065F04Rik,2310067B10Rik,2310069G16Rik,2310075C17Rik,2310079G19Rik,2310081O03Rik,2410002F23Rik,2410003L11Rik,2410004B18Rik,2410004I01Rik,2410004N09Rik,2410004P03Rik,2410006H16Rik,2410012M07Rik,2410015M20Rik,2410016O06Rik,2410017I17Rik,2410018L13Rik,2410019O14Rik,2410024N13Rik,2410080I02Rik,2410088K16Rik,2410089E03Rik,2410114N07Rik,2410124H12Rik,2410127L17Rik,2410131K14Rik,2410137M14Rik,2410141K09Rik,2410152P15Rik,2500002B13Rik,2500004C02Rik,2510002D24Rik,2510003E04Rik,2510009E07Rik,2510016G02Rik,2510039O18Rik,2510046G10Rik,2510049J12Rik,2600006K01Rik,2610001J05Rik,2610002J02Rik,2610002M06Rik,2610005L07Rik,2610008E11Rik,2610015P09Rik,2610018G03Rik,2610020C07Rik,2610020F03Rik,2610020H08Rik,2610021A01Rik,2610024D14Rik,2610027K06Rik,2610028E06Rik,2610028H24Rik,2610034B18Rik,2610034M16Rik,2610035D17Rik,2610035F20Rik,2610037D02Rik,2610042L04Rik,2610044O15Rik8,2610203C20Rik,2610203C22Rik,2610204G07Rik,2610206C17Rik,2610301B20Rik,2610303G11Rik,2610305D13Rik,2610307P16Rik,2610316D01Rik,2610318N02Rik,2610507B11Rik,2610507I01Rik,2610524H06Rik,2610528A11Rik,2610528J11Rik,2700012I20Rik,2700016F22Rik,2700029M09Rik,2700033N17Rik,2700038G22Rik,2700046A07Rik,2700046G09Rik,2700049A03Rik,2700060E02Rik,2700062C07Rik,2700068H02Rik,2700069I18Rik,2700081O15Rik,2700089E24Rik,2700094K13Rik,2700097O09Rik,2700099C18Rik,2810001G20Rik,2810002D19Rik,2810004N23Rik,2810006K23Rik,2810007J24Rik,2810008D09Rik,2810021J22Rik,2810025M15Rik,2810029C07Rik,2810032G03Rik,2810039B14Rik,2810047C21Rik1,2810055G20Rik,2810403A07Rik,2810403D21Rik,2810404F17Rik,2810407A14Rik,2810408A11Rik,2810408I11Rik,2810408M09Rik,2810410L24Rik,2810417H13Rik,2810425M01Rik,2810428I15Rik,2810429I04Rik,2810430I11Rik,2810433D01Rik,2810442N19Rik,2810455O05Rik,2810459M11Rik,2810468N07Rik,2810471M01Rik,2810474O19Rik,2900005J15Rik,2900011O08Rik,2900026A02Rik,2900041M22Rik,2900052L18Rik,2900055J20Rik,2900072N19Rik,2900076A07Rik,2900079G21Rik,2900089D17Rik,2900092C05Rik,3000002C10Rik,3010001F23Rik,3010003L21Rik,3010026O09Rik,3100002H09Rik,3100003L05Rik,3110001I22Rik,3110002H16Rik,3110004A20Rik,3110007F17Rik,3110009E18Rik,3110018I06Rik,3110021A11Rik,3110021N24Rik,3110035E14Rik,3110039M20Rik,3110040N11Rik,3110043O21Rik,3110045C21Rik,3110052M02Rik,3110053B16Rik,3110056K07Rik,3110057O12Rik,3110062M04Rik,3110067C02Rik,3110070M22Rik,3110079O15Rik,3110082I17Rik,3110082J24Rik,3110083C13Rik,3110099E03Rik,3222401L13Rik,3300002A11Rik,3300002I08Rik,3300005D01Rik,3425401B19Rik,3632451O06Rik,3632454L22Rik,3830403N18Rik,3830406C13Rik,3830408C21Rik,3830417A13Rik,3930402G23Rik,4430402I18Rik,4631405J19Rik,4631405K08Rik,4632404H12Rik,4632411P08Rik,4632415L05Rik,4632427E13Rik,4632428C04Rik,4632428N05Rik,4632433K11Rik,4632434I11Rik,4731417B20Rik,4731419I09Rik,4732414G09Rik,4732419C18Rik,4732440D04Rik,4732456N10Rik,4732463B04Rik,4732471J01Rik,4732487G21Rik,4732490B19Rik,4732491K20Rik,4831440E17Rik,4833403I15Rik,4833407H14Rik,4833412C05Rik,4833413E03Rik,4833417C18Rik,4833418N02Rik,4833418N17Rik,4833420G17Rik,4833422C13Rik,4833422M21Rik,4833423E24Rik,4833424O15Rik,4833427F10Rik,4833427G06Rik,4833428L15Rik,4833439L19Rik,4921501E09Rik,4921504A21Rik,4921504E06Rik,4921507G05Rik,4921507L20Rik,4921507P07Rik,4921508D12Rik,4921508M14Rik,4921509A06Rik,4921509C19Rik,4921511C20Rik,4921511H03Rik,4921511M17Rik,4921513D11Rik,4921513I03Rik,4921514A10Rik,4921515E04Rik,4921517D22Rik,4921518K17Rik,4921522P10Rik,4921523L03Rik,4921524J17Rik,4921524L21Rik,4921528I07Rik,4921530L21Rik,4921531C22Rik,4921534H16Rik,4921536K21Rik,4921539E11Rik,4922502D21Rik,4930401G09Rik,4930401O10Rik,4930401O12Rik,4930402F06Rik,4930402H24Rik,4930402K13Rik,4930403D09Rik,4930403O15Rik,4930404A10Rik,4930404H24Rik,4930404I05Rik,4930404N11Rik,4930405A21Rik,4930405D11Rik,4930405H06Rik,4930405O22Rik,4930406D18Rik,4930407G08Rik,4930407I10Rik,4930408O17Rik,4930412B13Rik,4930412C18Rik,4930412D23Rik,4930412F09Rik,4930412L05Rik,4930412M03Rik,4930412O13Rik,4930415F15Rik,4930415H17Rik,4930415L06Rik,4930415O20Rik,4930417H01Rik,4930417O22Rik,4930419G24Rik,4930421P07Rik,4930423M02Rik,4930426D05Rik,4930426I24Rik,4930426L09Rik,4930427A07Rik,4930428D18Rik,4930428N03Rik,4930429F24Rik,4930430A15Rik,4930430D24Rik,4930430E12Rik,4930430F08Rik,4930431F12Rik,4930431P03Rik,4930432B10Rik,4930432E11Rik,4930432K21Rik,4930432L08Rik,4930432M17Rik,4930433I11Rik,4930433N12Rik,4930435E12Rik,4930435H24Rik,4930438A08Rik,4930438E09Rik,4930439A04Rik,4930440I19Rik,4930441J16Rik,4930442H23Rik,4930442J19Rik,4930442L01Rik,4930443O20Rik,4930444E06Rik,4930444G20Rik,4930444M15Rik,4930444P10Rik,4930445B16Rik,4930445N08Rik,4930445N18Rik,4930447A16Rik,4930447C04Rik,4930447F04Rik,4930447M23Rik,4930448D08Rik,4930448E22Rik,4930448H16Rik,4930448K20Rik,4930448N21Rik,4930449A18Rik,4930449E01Rik,4930449I24Rik,4930451C15Rik,4930451E10Rik,4930451G09Rik,4930451I11Rik,4930452B06Rik,4930453H23Rik,4930453N24Rik,4930453O03Rik,4930455B14Rik,4930455D15Rik,4930455G09Rik,4930455H04Rik,4930456L15Rik,4930458D05Rik,4930461C15Rik,4930461G14Rik,4930463O16Rik,4930465K10Rik,4930465M20Rik,4930466I24Rik,4930467D21Rik,4930467E23Rik,4930467K11Rik,4930468A15Rik,4930469B13Rik,4930469G21Rik,4930469K13Rik,4930470G03Rik,4930470P17Rik,4930471C04Rik,4930471C06Rik,4930471D02Rik,4930471M09Rik,4930473A02Rik,4930473D10Rik,4930474H06Rik,4930474N05Rik,4930477E14Rik,4930478K11Rik,4930479D17Rik,4930480E11Rik,4930480G23Rik,4930480K15Rik,4930480K23Rik,4930481A15Rik,4930481B07Rik,4930483J18Rik,4930483K19Rik,4930485B16Rik,4930486F22Rik,4930486I03Rik,4930486L24Rik,4930488B22Rik,4930500F10Rik,4930500J02Rik,4930500M09Rik,4930502E09Rik,4930502E18Rik,4930503B20Rik,4930503E14Rik,4930503H13Rik,4930503L19Rik,4930504O13Rik,4930505A04Rik,4930505G20Rik,4930505K14Rik,4930505M18Rik,4930505N22Rik,4930505O20Rik,4930506C21Rik,4930506M07Rik,4930507D05Rik,4930507D10Rik,4930509E16Rik,4930509G22Rik,4930509K18Rik,4930510E17Rik,4930511A02Rik,4930511M06Rik,4930511O05Rik,4930512B01Rik,4930512H18Rik,4930512M02Rik,4930513N10Rik,4930513O06Rik,4930515B02Rik,4930515G01Rik,4930515G13Rik,4930515L19Rik,4930516B21Rik,4930516K23Rik,4930517E11Rik,4930517O19Rik,4930518C09Rik,4930518I15Rik,4930519A11Rik,4930519D14Rik,4930519F09Rik,4930519F16Rik,4930519G04Rik,4930519P11Rik,4930520O04Rik,4930522H14Rik,4930522L14Rik,4930522N08Rik,4930522O17Rik,4930523C07Rik,4930524B15Rik,4930524J08Rik,4930524N10Rik,4930524O07Rik,4930524O08Rik,4930525G20Rik,4930525M21Rik,4930526A20Rik,4930526F13Rik,4930526L06Rik,4930527A07Rik,4930527B05Rik,4930527E20Rik,4930527J03Rik,4930528D03Rik,4930528G23Rik,4930528P14Rik,4930529C04Rik,4930529I22Rik,4930529M08Rik,4930532G15Rik,4930533B01Rik,4930533I22Rik,4930533K18Rik,4930534D22Rik,4930535I16Rik,4930535L15Rik,4930535O05Rik,4930538E20Rik
A_,645,1795,549,6,34,1230,568,24,1407,0,331,0,1292,3072,1,799,0,1,22,11,2149,8,3,109,0,424,0,5,57,393,1254,668,0,432,382,245,454,0,2,4,149,39,0,3,2,737,0,178,26,0,1694,1411,361,6,83,169,1629,0,464,2263,506,62,73,1010,0,1,153,0,979,638,1399,0,26,40,2,163,115,313,734,0,87,3,0,2,25,7,2,4,144,228,0,1304,0,362,1,0,0,248,239,0,10,0,0,5,0,0,1,3,0,4,90,20,59,0,47,91,0,0,0,0,0,20,0,0,0,16,0,9,1,0,3,27,0,0,1,0,4,0,0,0,22,0,0,0,128,0,2,0,2,0,457,9,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,9,0,0,0,10,0,0,7,59,0,299,1,0,0,0,0,1,0,0,1,0,0,0,0,0,305,0,511,0,36,0,0,0,0,0,4891,37,8,0,0,646,0,12,1128,0,0,0,0,0,6,0,2,2,2,10,0,0,0,0,260,0,0,0,222,0,0,0,0,0,0,1,0,0,11,1,57,15,0,0,0,0,1,47,17,0,0,0,16,7,0,0,43,128,0,0,0,0,0,0,0,35,0,0,0,11,0,0,0,63,0,531,0,0,1,2,0,109,0,0,0,1,0,0,1,0,1,0,0,1,5,0,0,0,286,0,0,0,495,0,0,0,0,10,4,5,9,70,0,0,40,0,1,20,2,1,7,8,0,0,0,0,0,0,519,0,239,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,6,54,5,0,29,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,7,0,0,21,0,0,3,0,4,5,0,36,0,0,46,0,16,0,17,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,982,0,0,0,0,0,0,0,0,12,0,43,0,4,3186,16,3,1710,47,485,9,0,34,370,26,70,1059,892,115,113,2231,62,174,268,47,0,699,727,6,46,16,7,7,18,71885,221,28,12,1913,485,81,31,232,0,8,183,9,4804,94,349,5,3034,1,15,913,19,2107,0,1376,2,7848,11,3,0,48,192,254,1943,794,0,661,10,291,12,6424,27,83,0,1,0,17,0,0,0,0,110,275,0,0,1,0,614,0,0,2,368,2,60,0,21,976,0,167,191,0,0,23,364,984,0,25,506,5,193,0,2658,1294,269,0,0,16,2,533,335,0,0,152,0,26,1500,0,0,6212,11,0,1,2,890,1,420,0,125,3,390,0,2293,408,15,15,5,0,0,0,165,0,0,102,392,0,0,0,61,107,490,954,1032,0,3380,37,1114,0,996,424,1360,38,411,217,77,9,1,175,271,1,2,0,0,1846,0,572,0,64,0,270,12,2,0,0,166,0,2,1,0,52,9785,155,24,19103,1181,5,7,575,2,58,0,39,295,2654,190,11,0,83,3084,287,318,74,89,136,482,216,0,142,241,177,7,1,43,0,2,2404,81,12,0,208,17,257,108,950,0,405,15,0,1,3,20,1137,5,0,1344,38,0,4981,5,60,0,1,162,0,6,0,43,0,11,17,0,79,136,1284,0,1,27,0,3,2,1,0,423,522,15,145,54,146,369,50,7,10,0,173,0,3,0,36,0,6,3,2,235,1,3,874,3,0,19,28,3,11,169,32,117,65,95,55,9,103,0,6,2,0,7,1,36,0,104,71,70,14,1,218,6,2,13,87,0,961,4,1,5,4,0,0,0,6742,0,0,0,8,4,21,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,306,0,0,0,78,0,107,1,0,0,0,0,0,727,0,0,3,0,0,12,23,2,0,0,3,0,0,0,1,0,32,0,0,0,3,0,0,0,0,82,17,0,0,0,0,8,0,0,392,0,0,5,0,0,0,117,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,12,3,16,0,23,0,942,0,0,0,13,0,4,53,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,72,216,26,2,0,1,0,0,1,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,8,1789,2,0,47,16,0,3,0,5,0,5,37,0,14,0,0,36,0,0,82,0,0,0,0,12,0,0,2,0,0,4,63,0,113,0,0,166,0,7,0,7,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
B_,569,1960,586,14,34,1268,587,19,1446,1,379,0,1491,3756,7,692,0,4,25,7,2984,7,7,98,0,462,0,6,45,386,1218,1019,0,509,439,201,369,0,1,2,153,47,0,2,5,906,4,121,34,0,1754,1602,492,10,109,196,1818,0,405,1997,455,61,90,1787,0,6,130,4,1055,577,838,0,34,56,0,160,123,253,744,0,108,0,1,0,30,1,3,6,139,195,0,1869,1,297,0,0,0,240,216,0,6,0,1,3,0,0,0,1,0,1,104,11,62,3,70,99,0,0,0,0,0,12,0,0,0,41,0,4,0,0,4,35,0,0,0,0,3,0,0,0,19,0,0,0,149,0,1,1,0,1,75,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,3,0,0,6,9,1,1,27,44,2,317,0,0,0,0,0,1,0,0,0,0,1,0,0,0,451,0,1305,0,153,0,0,0,0,0,4918,54,4,0,0,769,0,12,1187,0,0,3,0,0,3,0,1,1,2,20,0,0,0,0,193,0,0,0,1166,0,0,0,0,0,0,0,0,0,6,1,49,3,0,0,0,0,1,48,23,0,0,0,42,3,0,0,36,138,1,0,0,0,0,0,0,23,0,0,0,25,0,0,0,58,0,527,0,0,0,0,0,148,4,0,0,4,1,3,0,0,0,0,0,3,2,0,0,0,197,0,0,0,595,0,0,0,0,6,16,9,4,30,0,0,75,0,0,14,0,0,2,1,1,0,0,0,2,1,643,0,227,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,4,2,0,1,0,0,3,61,1,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,1,0,16,0,0,16,0,13,5,1,39,0,0,15,0,13,0,35,0,0,0,2,0,0,0,0,0,0,5,0,11,0,0,14,0,1041,0,0,0,0,0,0,0,0,4,0,26,0,4,3306,18,1,2444,44,588,2,0,38,438,37,63,1120,917,161,160,2533,10,211,339,57,0,583,710,0,37,40,11,16,22,23042,239,7,34,865,1283,37,45,350,0,17,151,89,5028,145,363,5,16169,1,12,1005,31,2690,0,1321,2,7447,3,2,0,105,209,242,2155,907,0,638,31,263,6,1126,1,78,0,7,0,44,0,1,0,0,113,337,0,0,0,0,619,0,0,0,282,3,84,0,34,1216,0,95,250,5,0,12,414,873,0,15,599,4,209,11,3544,1640,342,0,0,19,0,505,497,0,0,177,0,28,1573,0,0,5749,5,0,159,0,871,0,474,0,169,3,475,0,2421,396,1,4,2,0,0,0,182,0,0,112,419,0,0,0,57,153,515,897,1244,2,4262,43,1291,0,1216,398,1350,33,357,148,353,20,0,154,280,2,0,0,0,1970,0,511,0,35,0,299,0,1,0,5,138,0,3,2,0,46,11376,125,51,12934,1624,7,2,432,0,35,0,59,342,2683,273,0,0,62,3114,336,229,100,169,128,482,201,0,163,254,143,13,0,54,0,1,2570,81,5,0,129,13,356,150,784,4,498,8,0,1,4,33,1303,6,0,1427,46,12,5890,0,57,0,0,160,0,11,0,61,0,16,21,0,72,221,1273,0,2,19,0,3,1,0,0,434,470,21,183,66,175,332,55,3,12,0,151,0,6,0,15,14,5,2,27,225,3,1,935,4,0,46,39,0,9,149,35,100,29,82,29,5,149,0,3,0,0,13,0,15,1,116,81,57,11,0,475,0,5,12,98,0,1058,3,0,2,0,0,0,0,7804,0,0,0,4,6,29,0,0,0,0,0,0,0,3,0,13,0,0,3,0,0,331,0,0,0,149,0,125,4,0,0,0,0,0,368,0,0,6,0,0,12,45,6,0,0,1,0,0,0,3,0,26,0,0,0,9,0,0,0,0,94,42,0,0,0,0,0,0,0,551,0,0,2,0,0,0,71,0,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,3,0,0,0,7,4,8,0,51,0,885,0,0,0,10,0,0,28,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,83,123,16,1,2,3,0,0,1,0,12,1,1,1,6,0,0,0,2,0,0,0,0,0,2,0,18,1863,7,0,22,19,0,0,0,0,0,3,14,0,17,0,0,40,0,0,56,0,0,0,0,16,0,0,1,0,0,2,77,0,94,0,0,265,0,10,0,5,0,15,0,9,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0
